Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Mindstab Thrull	['Creature']	['Thrull']	3	['Black']	2	2	Whenever Mindstab Thrull attacks and isn't blocked, you may sacrifice it. If you do, defending player discards three cards.	['FEM', '5ED', 'MED']
Antler Skulkin	['Artifact', 'Creature']	['Scarecrow']	5	colorless	3	3	{2}: Target white creature gains persist until end of turn. (When it dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)	['EVE']
Culling Drone	['Creature']	['Eldrazi', 'Drone']	2	colorless	2	2	Devoid (This card has no color.) Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.)	['BFZ']
Magus of the Arena	['Creature']	['Human', 'Wizard']	6	['Red']	5	5	{3}, {T}: Tap target creature you control and target creature of an opponent's choice he or she controls. Those creatures fight each other. (Each deals damage equal to its power to the other.)	['PLC', 'C13']
Grizzly Bears	['Creature']	['Bear']	2	['Green']	2	2	NA	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', 'RQS', 'ITP', '5ED', 'POR', '6ED', 'S99', '7ED', '8ED', '9ED', '10E']
Obsianus Golem	['Artifact', 'Creature']	['Golem']	6	colorless	4	6	NA	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', '6ED', 'S00', 'ME4']
Alert Shu Infantry	['Creature']	['Human', 'Soldier']	3	['White']	2	2	Vigilance	['PTK']
Crimson Muckwader	['Creature']	['Lizard']	2	['Red']	2	1	Crimson Muckwader gets +1/+1 as long as you control a Swamp. {2}{B}: Regenerate Crimson Muckwader. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)	['M13']
Erayo, Soratami Ascendant	['Creature']	['Moonfolk', 'Monk']	2	['Blue']	1	1	Flying Whenever the fourth spell of a turn is cast, flip Erayo, Soratami Ascendant.	['SOK']
Sage Aven	['Creature']	['Bird', 'Wizard']	4	['Blue']	1	3	Flying (This creature can't be blocked except by creatures with flying or reach.) When Sage Aven enters the battlefield, look at the top four cards of your library, then put them back in any order.	['ONS', '9ED']
Skitterskin	['Creature']	['Eldrazi', 'Drone']	4	colorless	4	3	Devoid (This card has no color.) Skitterskin can't block. {1}{B}: Regenerate Skitterskin. Activate this ability only if you control another colorless creature.	['BFZ']
Orzhov Guildmage	['Creature']	['Human', 'Wizard']	2	['White', 'Black']	2	2	{2}{W}: Target player gains 1 life. {2}{B}: Each player loses 1 life.	['GPT', 'CMD']
Kitsune Riftwalker	['Creature']	['Fox', 'Wizard']	3	['White']	2	1	Protection from Spirits and from Arcane	['CHK']
Shelkin Brownie	['Creature']	['Ouphe']	2	['Green']	1	1	{T}: Target creature loses all "bands with other" abilities until end of turn.	['LEG']
Chorus of the Tides	['Creature']	['Siren']	4	['Blue']	3	2	Flying Heroic — Whenever you cast a spell that targets Chorus of the Tides, scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)	['BNG']
Pyric Salamander	['Creature']	['Salamander']	2	['Red']	1	1	{R}: Pyric Salamander gets +1/+0 until end of turn. Sacrifice Pyric Salamander at the beginning of the next end step.	['MIR']
Wild Wurm	['Creature']	['Wurm']	4	['Red']	5	4	When Wild Wurm enters the battlefield, flip a coin. If you lose the flip, return Wild Wurm to its owner's hand.	['TMP']
Soulsworn Spirit	['Creature']	['Spirit']	4	['Blue']	2	1	Soulsworn Spirit can't be blocked. When Soulsworn Spirit enters the battlefield, detain target creature an opponent controls. (Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)	['RTR']
Advocate of the Beast	['Creature']	['Elf', 'Shaman']	3	['Green']	2	3	At the beginning of your end step, put a +1/+1 counter on target Beast creature you control.	['M14']
Shoreline Raider	['Creature']	['Merfolk']	3	['Blue']	2	2	Protection from Kavu	['INV']
Goblin Chieftain	['Creature']	['Goblin']	3	['Red']	2	2	Haste (This creature can attack and {T} as soon as it comes under your control.) Other Goblin creatures you control get +1/+1 and have haste.	['M10', 'M11', 'M12']
Oboro Breezecaller	['Creature']	['Moonfolk', 'Wizard']	2	['Blue']	1	1	Flying {2}, Return a land you control to its owner's hand: Untap target land.	['SOK']
Proteus Machine	['Artifact', 'Creature']	['Shapeshifter']	3	colorless	2	2	Morph {0} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Proteus Machine is turned face up, it becomes the creature type of your choice. (This effect lasts indefinitely.)	['SCG']
Cephalid Illusionist	['Creature']	['Cephalid', 'Wizard']	2	['Blue']	1	1	Whenever Cephalid Illusionist becomes the target of a spell or ability, put the top three cards of your library into your graveyard. {2}{U}, {T}: Prevent all combat damage that would be dealt to and dealt by target creature you control this turn.	['TOR']
Jedit Ojanen	['Creature']	['Cat', 'Warrior']	7	['White', 'Blue']	5	5	NA	['LEG', 'ME3']
Cryptoplasm	['Creature']	['Shapeshifter']	3	['Blue']	2	2	At the beginning of your upkeep, you may have Cryptoplasm become a copy of another target creature. If you do, Cryptoplasm gains this ability.	['MBS']
War-Wing Siren	['Creature']	['Siren', 'Soldier']	3	['Blue']	1	3	Flying Heroic — Whenever you cast a spell that targets War-Wing Siren, put a +1/+1 counter on War-Wing Siren.	['JOU']
Daru Lancer	['Creature']	['Human', 'Soldier']	6	['White']	3	4	First strike Morph {2}{W}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['ONS']
Leech Bonder	['Creature']	['Merfolk', 'Soldier']	3	['Blue']	3	3	Leech Bonder enters the battlefield with two -1/-1 counters on it. {U}, {Q}: Move a counter from target creature onto a second target creature. ({Q} is the untap symbol.)	['SHM']
Necromaster Dragon	['Creature']	['Dragon']	5	['Blue', 'Black']	4	4	Flying Whenever Necromaster Dragon deals combat damage to a player, you may pay {2}. If you do, put a 2/2 black Zombie creature token onto the battlefield and each opponent puts the top two cards of his or her library into his or her graveyard.	['pMEI', 'DTK']
Whimwader	['Creature']	['Elemental']	5	['Blue']	6	4	Whimwader can't attack unless defending player controls a blue permanent.	['SHM']
Twilight Shepherd	['Creature']	['Angel']	6	['White']	5	5	Flying, vigilance When Twilight Shepherd enters the battlefield, return to your hand all cards in your graveyard that were put there from the battlefield this turn. Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)	['SHM', 'DDC', 'C14', 'DD3_DVD']
Dreg Mangler	['Creature']	['Plant', 'Zombie']	3	['Black', 'Green']	3	3	Haste Scavenge {3}{B}{G} ({3}{B}{G}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)	['pMEI', 'DDJ', 'RTR']
Nafs Asp	['Creature']	['Snake']	1	['Green']	1	1	Whenever Nafs Asp deals damage to a player, that player loses 1 life at the beginning of his or her next draw step unless he or she pays {1} before that draw step.	['ARN', '4ED']
Mind Maggots	['Creature']	['Insect']	4	['Black']	2	2	When Mind Maggots enters the battlefield, discard any number of creature cards. For each card discarded this way, put two +1/+1 counters on Mind Maggots.	['EXO']
Cloudfin Raptor	['Creature']	['Bird', 'Mutant']	1	['Blue']	0	1	Flying Evolve (Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)	['GTC']
Yoked Ox	['Creature']	['Ox']	1	['White']	0	4	NA	['THS', 'ORI']
Golgari Thug	['Creature']	['Human', 'Warrior']	2	['Black']	1	1	When Golgari Thug dies, put target creature card from your graveyard on top of your library. Dredge 4 (If you would draw a card, instead you may put exactly four cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)	['RAV', 'DDJ']
Cephalid Looter	['Creature']	['Cephalid', 'Rogue']	3	['Blue']	2	1	{T}: Target player draws a card, then discards a card.	['ODY']
Vedalken Entrancer	['Creature']	['Vedalken', 'Wizard']	4	['Blue']	1	4	{U}, {T}: Target player puts the top two cards of his or her library into his or her graveyard.	['RAV', 'M13']
Leashling	['Artifact', 'Creature']	['Hound']	6	colorless	3	3	Put a card from your hand on top of your library: Return Leashling to its owner's hand.	['RAV']
Havengul Skaab	['Creature']	['Zombie', 'Horror']	6	['Blue']	4	5	Whenever Havengul Skaab attacks, return another creature you control to its owner's hand.	['AVR']
Lin Sivvi, Defiant Hero	['Creature']	['Human', 'Rebel']	3	['White']	1	3	{X}, {T}: Search your library for a Rebel permanent card with converted mana cost X or less and put it onto the battlefield. Then shuffle your library. {3}: Put target Rebel card from your graveyard on the bottom of your library.	['NMS']
Diamond Faerie	['Creature']	['Faerie']	5	['White', 'Blue', 'Green']	3	3	Flying {1}{S}: Snow creatures you control get +1/+1 until end of turn. ({S} can be paid with one mana from a snow permanent.)	['CSP']
Benalish Veteran	['Creature']	['Human', 'Soldier']	3	['White']	2	2	Whenever Benalish Veteran attacks, it gets +1/+1 until end of turn.	['M12']
Everglove Courier	['Creature']	['Elf']	3	['Green']	2	1	You may choose not to untap Everglove Courier during your untap step. {2}{G}, {T}: Target Elf creature gets +2/+2 and has trample for as long as Everglove Courier remains tapped.	['ONS']
Soul's Attendant	['Creature']	['Human', 'Cleric']	1	['White']	1	1	Whenever another creature enters the battlefield, you may gain 1 life.	['ROE']
Fungus Sliver	['Creature']	['Fungus', 'Sliver']	4	['Green']	2	2	All Sliver creatures have "Whenever this creature is dealt damage, put a +1/+1 counter on it." (The damage is dealt before the counter is put on.)	['TSP', 'H09']
Sootwalkers	['Creature']	['Elemental', 'Rogue']	4	['Black', 'Red']	3	3	Sootwalkers can't be blocked by white creatures.	['SHM']
Coralhelm Guide	['Creature']	['Merfolk', 'Scout', 'Ally']	2	['Blue']	2	1	{4}{U}: Target creature can't be blocked this turn.	['BFZ']
Glade Watcher	['Creature']	['Elemental']	2	['Green']	3	3	Defender Formidable — {G}: Glade Watcher can attack this turn as though it didn't have defender. Activate this ability only if creatures you control have total power 8 or greater.	['DTK']
Angel of Finality	['Creature']	['Angel']	4	['White']	3	4	Flying When Angel of Finality enters the battlefield, exile all cards from target player's graveyard.	['C13']
Auriok Champion	['Creature']	['Human', 'Cleric']	2	['White']	1	1	Protection from black and from red Whenever another creature enters the battlefield, you may gain 1 life.	['5DN']
Spire Monitor	['Creature']	['Drake']	5	['Blue']	3	3	Flash (You may cast this spell any time you could cast an instant.) Flying	['NPH']
Lava Hounds	['Creature']	['Hound']	4	['Red']	4	4	Haste When Lava Hounds enters the battlefield, it deals 4 damage to you.	['WTH', '8ED']
Goblin Battle Jester	['Creature']	['Goblin']	4	['Red']	2	2	Whenever you cast a red spell, target creature can't block this turn.	['M13']
Breaker of Armies	['Creature']	['Eldrazi']	8	colorless	10	8	All creatures able to block Breaker of Armies do so.	['BFZ']
Farbog Boneflinger	['Creature']	['Zombie']	5	['Black']	2	2	When Farbog Boneflinger enters the battlefield, target creature gets -2/-2 until end of turn.	['DKA']
Stormblood Berserker	['Creature']	['Human', 'Berserker']	2	['Red']	1	1	Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.) Menace (This creature can't be blocked except by two or more creatures.)	['pMGD', 'M12', 'MM2']
Razorfield Thresher	['Artifact', 'Creature']	['Construct']	7	colorless	6	4	NA	['SOM']
Rimebound Dead	['Creature']	['Skeleton']	1	['Black']	1	1	{S}: Regenerate Rimebound Dead. ({S} can be paid with one mana from a snow permanent.)	['CSP']
Urborg Drake	['Creature']	['Drake']	3	['Blue', 'Black']	2	3	Flying Urborg Drake attacks each turn if able.	['INV']
Earth Servant	['Creature']	['Elemental']	6	['Red']	4	4	Earth Servant gets +0/+1 for each Mountain you control.	['M11', 'DDI']
Hand of Honor	['Creature']	['Human', 'Samurai']	2	['White']	2	2	Protection from black Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)	['SOK']
Puppet Conjurer	['Artifact', 'Creature']	['Human', 'Wizard']	2	['Black']	1	2	{U}, {T}: Put a 0/1 blue Homunculus artifact creature token onto the battlefield. At the beginning of your upkeep, sacrifice a Homunculus.	['ALA']
Burning Shield Askari	['Creature']	['Human', 'Knight']	3	['Red']	2	2	Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.) {R}{R}: Burning Shield Askari gains first strike until end of turn.	['MIR']
Jungle Wurm	['Creature']	['Wurm']	5	['Green']	5	5	Whenever Jungle Wurm becomes blocked, it gets -1/-1 until end of turn for each creature blocking it beyond the first.	['MIR', 'VMA']
Grandmother Sengir	['Creature']	['Human', 'Wizard']	5	['Black']	3	3	{1}{B}, {T}: Target creature gets -1/-1 until end of turn.	['HML', 'ME2']
Thaumatog	['Creature']	['Atog']	3	['White', 'Green']	1	2	Sacrifice a land: Thaumatog gets +1/+1 until end of turn. Sacrifice an enchantment: Thaumatog gets +1/+1 until end of turn.	['ODY']
Dwarven Miner	['Creature']	['Dwarf']	2	['Red']	1	2	{2}{R}, {T}: Destroy target nonbasic land.	['MIR']
Yule Ooze	['Creature']	['Ooze']	4	['Red', 'Green']	1	1	At the beginning of your upkeep, destroy another nonland permanent chosen at random, then put a number of +1/+1 counters on Yule Ooze equal to that permanent's converted mana cost. {R}{G}, Eat some food: Regenerate Yule Ooze.	['pHHO']
Soul Shepherd	['Creature']	['Human', 'Cleric']	2	['White']	2	1	{W}, Exile a creature card from your graveyard: You gain 1 life.	['WTH']
Clergy of the Holy Nimbus	['Creature']	['Human', 'Cleric']	1	['White']	1	1	If Clergy of the Holy Nimbus would be destroyed, regenerate it. {1}: Clergy of the Holy Nimbus can't be regenerated this turn. Only any opponent may activate this ability.	['LEG']
Hellhole Rats	['Creature']	['Rat']	4	['Black', 'Red']	2	2	Haste When Hellhole Rats enters the battlefield, target player discards a card. Hellhole Rats deals damage to that player equal to that card's converted mana cost.	['DIS']
Ravenous Leucrocota	['Creature']	['Beast']	4	['Green']	2	4	Vigilance {6}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)	['JOU']
Ninja of the Deep Hours	['Creature']	['Human', 'Ninja']	4	['Blue']	2	2	Ninjutsu {1}{U} ({1}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever Ninja of the Deep Hours deals combat damage to a player, you may draw a card.	['BOK', 'PC2']
